Name,Category,Request Priority,Request Type,Location,User Group,Start Date,End Date,Total Number of Requests,Total Similar Requests
Bed Mattress,Furniture,Low,Replacement,Block 46,Admin Staff,2019-09-06,2019-09-22,69,53
Monitor,Computers,Medium,Repair,Block 19,Teacher,2023-07-02,2023-07-07,64,40
Socket,Electrical,Low,Repair,Block 44,Admin Staff,2021-10-09,2021-10-17,81,64
Toilet seat,Plumbing,Medium,Replacement,Block 41,Other Servers,2020-05-19,2020-06-01,37,29
Toilet seat,Plumbing,Low,Replacement,Block 20,Other Servers,2023-12-18,2024-01-01,37,31
Door Handle,Doors,Low,Replacement,Block 39,Student,2023-01-12,2023-01-26,14,13
Bed Chipwood,Furniture,Low,Replacement,Block 21,Student,2022-09-27,2022-10-18,71,39
Window Glass,Windows,Medium,Replacement,Block 4,Student,2022-01-16,2022-01-30,44,39
Florescent Light bulb,Lighting,Low,Repair,Block 18,Student,2019-02-04,2019-02-09,71,58
Pipe,Plumbing,High,Repair,Block 12,Other Servers,2021-09-19,2021-09-27,38,23
Hard drive,Computers,Low,Replacement,Block 40,Admin Staff,2019-02-21,2019-03-04,58,46
Monitor,Computers,High,Repair,Block 20,Teacher,2023-10-13,2023-10-17,65,58
Window Glass,Windows,Medium,Repair,Block 3,Teacher,2020-03-23,2020-03-30,42,24
Florescent Light bulb,Lighting,High,Repair,Block 43,Student,2023-12-21,2023-12-25,69,61
Fuse,Electrical,Medium,Replacement,Block 27,Student,2021-04-14,2021-04-22,86,54
Door Handle,Doors,Medium,Repair,Block 8,Admin Staff,2020-02-07,2020-02-12,10,8
Door Handle,Doors,Low,Replacement,Block 50,Student,2020-11-30,2020-12-14,11,11
Pipe,Plumbing,Low,Replacement,Block 50,Other Servers,2020-10-20,2020-11-05,34,25
Locker Cylinder,Furniture,High,Repair,Block 5,Student,2020-09-29,2020-10-09,71,52
Socket,Electrical,Low,Replacement,Block 27,Student,2019-04-29,2019-05-15,90,85
Shower Head,Plumbing,Low,Replacement,Block 46,Other Servers,2022-01-28,2022-02-08,31,22
Florescent Light bulb,Lighting,High,Replacement,Block 9,Admin Staff,2019-02-02,2019-02-04,66,51
Battery,Computers,Medium,Repair,Block 20,Admin Staff,2022-06-22,2022-06-26,63,53
Window Lock,Windows,Medium,Replacement,Block 28,Admin Staff,2022-10-04,2022-10-12,50,35
Florescent Light bulb,Lighting,High,Repair,Block 40,Student,2021-02-04,2021-02-09,69,39
Window Glass,Windows,Medium,Repair,Block 10,Student,2019-04-05,2019-04-15,52,43
Socket,Electrical,High,Replacement,Block 12,Admin Staff,2020-12-21,2020-12-27,95,62
Socket,Electrical,High,Repair,Block 34,Admin Staff,2020-07-12,2020-07-15,89,84
Chair,Furniture,Low,Replacement,Block 27,Teacher,2022-11-06,2022-11-16,65,63
Door Cylinder,Doors,Low,Replacement,Block 46,Admin Staff,2019-07-24,2019-08-04,23,20
Mouse,Computers,High,Repair,Block 46,Teacher,2022-05-11,2022-05-11,71,40
Fuse,Electrical,Medium,Replacement,Block 40,Student,2019-08-16,2019-08-23,98,98
Door Cylinder,Doors,Low,Repair,Block 7,Admin Staff,2021-12-11,2021-12-18,19,11
Window Lock,Windows,Low,Repair,Block 39,Admin Staff,2021-11-04,2021-11-13,55,35
Chair,Furniture,High,Replacement,Block 35,Student,2023-12-23,2023-12-31,59,43
Socket,Electrical,High,Replacement,Block 40,Student,2019-10-29,2019-11-06,95,59
Window Lock,Windows,Low,Replacement,Block 1,Student,2019-10-05,2019-10-18,56,38
Toilet seat,Plumbing,Low,Repair,Block 44,Other Servers,2020-04-08,2020-04-18,24,20
Bed Chipwood,Furniture,Low,Replacement,Block 14,Teacher,2020-11-02,2020-11-18,70,66
Hard drive,Computers,High,Replacement,Block 45,Teacher,2020-02-05,2020-02-11,68,43
Battery,Computers,High,Replacement,Block 24,Admin Staff,2020-01-29,2020-02-04,59,56
Shower Head,Plumbing,Medium,Replacement,Block 10,Other Servers,2021-01-29,2021-02-08,25,24
Bed Chipwood,Furniture,Medium,Repair,Block 28,Teacher,2019-07-26,2019-08-05,61,41
Door Cylinder,Doors,High,Repair,Block 19,Teacher,2022-10-22,2022-10-27,28,16
Socket,Electrical,High,Replacement,Block 33,Student,2022-10-26,2022-11-03,87,79
Florescent Light bulb,Lighting,High,Replacement,Block 31,Admin Staff,2023-11-28,2023-12-01,62,55
Window Glass,Windows,High,Replacement,Block 13,Teacher,2020-10-03,2020-10-12,48,34
Florescent Light bulb,Lighting,Low,Repair,Block 11,Student,2022-08-25,2022-09-01,73,44
Pipe,Plumbing,Medium,Replacement,Block 16,Other Servers,2019-07-29,2019-08-11,36,26
Door Handle,Doors,High,Repair,Block 34,Admin Staff,2023-10-01,2023-10-05,25,20
Window Lock,Windows,Medium,Repair,Block 5,Admin Staff,2020-01-19,2020-01-24,50,43
Shower Head,Plumbing,Medium,Replacement,Block 46,Other Servers,2020-09-29,2020-10-11,39,33
Keyboard,Computers,Medium,Replacement,Block 49,Teacher,2021-12-22,2021-12-28,64,54
Mouse,Computers,Low,Replacement,Block 12,Admin Staff,2019-05-15,2019-05-24,70,64
Shower Head,Plumbing,High,Repair,Block 47,Other Servers,2020-05-03,2020-05-09,39,33
Florescent Light bulb,Lighting,Low,Repair,Block 18,Student,2021-04-03,2021-04-10,74,51
Door Cylinder,Doors,High,Repair,Block 44,Student,2023-01-25,2023-02-02,14,11
Florescent Light bulb,Lighting,Low,Repair,Block 31,Teacher,2020-07-12,2020-07-15,68,45
Monitor,Computers,High,Replacement,Block 15,Teacher,2019-04-27,2019-05-04,64,44
Socket,Electrical,Low,Repair,Block 23,Student,2020-06-24,2020-07-04,83,53
Locker Handle,Furniture,Low,Repair,Block 37,Admin Staff,2020-12-06,2020-12-13,68,37
Locker Cylinder,Furniture,Medium,Repair,Block 25,Teacher,2019-06-30,2019-07-08,71,47
Battery,Computers,High,Replacement,Block 20,Admin Staff,2019-06-21,2019-06-26,67,42
CPU,Computers,Low,Replacement,Block 27,Admin Staff,2021-10-05,2021-10-19,63,40
Socket,Electrical,Medium,Replacement,Block 37,Admin Staff,2019-04-24,2019-05-02,96,71
RAM,Computers,Medium,Replacement,Block 7,Admin Staff,2019-04-02,2019-04-08,57,57
Locker Cylinder,Furniture,Medium,Repair,Block 26,Student,2019-12-25,2020-01-06,67,62
Socket,Electrical,High,Repair,Block 41,Teacher,2019-02-17,2019-02-19,85,85
Fuse,Electrical,Medium,Replacement,Block 44,Teacher,2019-03-12,2019-03-17,86,44
Door Handle,Doors,High,Repair,Block 37,Student,2023-01-25,2023-02-01,21,21
Florescent Light bulb,Lighting,Medium,Replacement,Block 28,Teacher,2020-03-03,2020-03-07,55,50
Keyboard,Computers,Low,Replacement,Block 40,Teacher,2022-04-17,2022-04-23,71,45
Window Glass,Windows,High,Replacement,Block 5,Admin Staff,2019-11-12,2019-11-20,52,33
Window Glass,Windows,Medium,Replacement,Block 41,Teacher,2020-07-13,2020-07-22,55,45
Shower Head,Plumbing,Low,Repair,Block 9,Other Servers,2023-08-29,2023-09-09,32,24
Door Handle,Doors,Low,Replacement,Block 36,Student,2022-07-21,2022-08-06,28,18
Battery,Computers,Low,Repair,Block 5,Teacher,2019-01-24,2019-01-30,61,56
Monitor,Computers,High,Replacement,Block 31,Teacher,2019-09-06,2019-09-12,68,67
Pipe,Plumbing,Low,Repair,Block 40,Other Servers,2019-09-01,2019-09-14,35,19
Pipe,Plumbing,Medium,Replacement,Block 23,Other Servers,2019-03-28,2019-04-09,43,26
Socket,Electrical,High,Replacement,Block 10,Teacher,2022-01-02,2022-01-07,92,47
RAM,Computers,High,Replacement,Block 18,Admin Staff,2019-03-08,2019-03-15,69,46
Toilet seat,Plumbing,High,Replacement,Block 10,Other Servers,2020-04-01,2020-04-10,35,24
Locker Cylinder,Furniture,Low,Replacement,Block 20,Teacher,2020-08-06,2020-08-22,64,34
Window Lock,Windows,High,Repair,Block 3,Admin Staff,2020-02-20,2020-02-23,39,36
Socket,Electrical,Low,Repair,Block 36,Student,2022-03-29,2022-04-09,81,46
Door Cylinder,Doors,Low,Repair,Block 16,Teacher,2022-02-07,2022-02-17,11,10
Mouse,Computers,Low,Repair,Block 26,Admin Staff,2022-10-02,2022-10-06,63,38
Socket,Electrical,Low,Replacement,Block 13,Student,2021-07-27,2021-08-07,95,55
Door Handle,Doors,Medium,Repair,Block 17,Student,2021-06-29,2021-07-08,19,11
Florescent Light bulb,Lighting,Medium,Replacement,Block 11,Teacher,2023-07-06,2023-07-12,57,54
Florescent Light bulb,Lighting,Low,Repair,Block 2,Teacher,2020-02-06,2020-02-10,62,55
Socket,Electrical,Low,Replacement,Block 29,Teacher,2019-12-30,2020-01-07,100,77
Shower Head,Plumbing,Medium,Repair,Block 41,Other Servers,2022-08-05,2022-08-13,26,22
Socket,Electrical,Medium,Repair,Block 25,Student,2022-04-29,2022-05-07,84,56
Florescent Light bulb,Lighting,High,Repair,Block 11,Student,2022-11-03,2022-11-06,73,53
Window Lock,Windows,Medium,Replacement,Block 11,Admin Staff,2021-10-21,2021-10-28,47,46
Mouse,Computers,Low,Repair,Block 8,Admin Staff,2023-12-11,2023-12-14,57,46
Socket,Electrical,Medium,Repair,Block 4,Admin Staff,2020-11-22,2020-11-26,88,73
Battery,Computers,Low,Repair,Block 13,Admin Staff,2023-01-17,2023-01-24,69,66
Socket,Electrical,High,Repair,Block 47,Teacher,2021-06-29,2021-07-02,95,69
Door Cylinder,Doors,Medium,Replacement,Block 29,Teacher,2023-11-27,2023-12-06,23,15
Valve,Plumbing,Medium,Repair,Block 31,Other Servers,2021-08-20,2021-08-31,31,23
Florescent Light bulb,Lighting,Medium,Repair,Block 20,Student,2020-08-04,2020-08-08,72,47
Fuse,Electrical,High,Replacement,Block 39,Teacher,2020-03-22,2020-03-27,84,60
Socket,Electrical,Medium,Replacement,Block 12,Student,2019-01-20,2019-01-30,97,63
Window Glass,Windows,Medium,Repair,Block 26,Student,2023-01-04,2023-01-15,55,30
Florescent Light bulb,Lighting,Medium,Replacement,Block 28,Student,2019-11-18,2019-11-25,64,48
Valve,Plumbing,Medium,Replacement,Block 1,Other Servers,2022-10-09,2022-10-22,42,39
Battery,Computers,Medium,Repair,Block 5,Admin Staff,2023-04-26,2023-04-30,69,65
Locker Cylinder,Furniture,Medium,Repair,Block 37,Student,2022-06-24,2022-07-06,73,69
Mouse,Computers,High,Repair,Block 21,Admin Staff,2019-05-11,2019-05-12,67,51
Door Cylinder,Doors,Low,Replacement,Block 36,Admin Staff,2020-05-06,2020-05-18,29,17
Mouse,Computers,Medium,Replacement,Block 47,Admin Staff,2023-02-03,2023-02-09,64,40
Battery,Computers,Medium,Replacement,Block 42,Admin Staff,2021-02-26,2021-03-05,55,40
Mouse,Computers,High,Replacement,Block 6,Admin Staff,2020-12-03,2020-12-07,54,37
Bed Chipwood,Furniture,High,Repair,Block 25,Teacher,2020-10-28,2020-11-05,68,50
Window Glass,Windows,Medium,Repair,Block 16,Admin Staff,2019-09-23,2019-09-30,49,47
Florescent Light bulb,Lighting,Medium,Repair,Block 14,Teacher,2020-03-25,2020-03-27,69,40
Monitor,Computers,High,Repair,Block 31,Admin Staff,2023-01-13,2023-01-16,66,47
Window Lock,Windows,High,Replacement,Block 41,Admin Staff,2019-07-07,2019-07-12,37,34
Door Handle,Doors,Medium,Repair,Block 3,Student,2022-09-16,2022-09-25,25,20
Door Handle,Doors,Low,Replacement,Block 3,Admin Staff,2023-08-28,2023-09-09,16,10
Socket,Electrical,Low,Repair,Block 31,Teacher,2020-05-25,2020-05-30,83,57
Socket,Electrical,High,Replacement,Block 44,Admin Staff,2022-06-29,2022-07-03,94,69
Locker Cylinder,Furniture,High,Replacement,Block 17,Student,2020-12-18,2020-12-30,67,57
Door Cylinder,Doors,High,Replacement,Block 47,Student,2022-05-07,2022-05-19,12,7
Door Cylinder,Doors,Low,Replacement,Block 47,Student,2023-12-07,2023-12-23,23,15
Hard drive,Computers,Low,Replacement,Block 3,Admin Staff,2023-03-21,2023-03-31,62,42
Door Handle,Doors,Medium,Replacement,Block 3,Teacher,2023-02-19,2023-02-27,16,11
Florescent Light bulb,Lighting,High,Replacement,Block 40,Student,2023-07-17,2023-07-23,70,51
Chair,Furniture,High,Replacement,Block 38,Student,2023-04-18,2023-04-27,67,37
Fuse,Electrical,Medium,Replacement,Block 36,Teacher,2023-11-14,2023-11-20,95,59
Door Handle,Doors,Low,Repair,Block 18,Student,2023-07-31,2023-08-11,15,13
Toilet seat,Plumbing,Low,Repair,Block 27,Other Servers,2020-05-21,2020-06-01,40,31
Bed Chipwood,Furniture,High,Repair,Block 10,Admin Staff,2022-05-17,2022-05-25,67,67
Battery,Computers,High,Replacement,Block 36,Admin Staff,2020-02-29,2020-03-06,53,35
Window Glass,Windows,Low,Replacement,Block 39,Student,2023-01-13,2023-01-27,51,40
Locker Cylinder,Furniture,High,Repair,Block 41,Student,2019-10-06,2019-10-15,72,38
Fuse,Electrical,High,Replacement,Block 26,Admin Staff,2019-08-04,2019-08-10,84,46
Window Lock,Windows,High,Replacement,Block 12,Student,2023-12-10,2023-12-19,46,34
Window Lock,Windows,Medium,Repair,Block 45,Teacher,2021-03-26,2021-03-31,44,30
Shower Head,Plumbing,High,Replacement,Block 2,Other Servers,2019-11-11,2019-11-21,25,15
Socket,Electrical,Low,Replacement,Block 35,Teacher,2023-10-12,2023-10-22,81,80
Locker Handle,Furniture,Medium,Replacement,Block 8,Teacher,2023-02-24,2023-03-04,57,54
Pipe,Plumbing,Medium,Repair,Block 12,Other Servers,2022-03-14,2022-03-24,42,27
Window Lock,Windows,High,Repair,Block 33,Admin Staff,2023-07-30,2023-08-02,49,41
Fuse,Electrical,High,Repair,Block 18,Teacher,2019-02-21,2019-02-22,89,53
Door Handle,Doors,Low,Replacement,Block 24,Teacher,2023-09-15,2023-09-24,11,7
Bed Mattress,Furniture,Medium,Repair,Block 27,Admin Staff,2021-05-27,2021-06-08,55,49
Toilet seat,Plumbing,Low,Replacement,Block 37,Other Servers,2021-11-30,2021-12-15,24,13
Mouse,Computers,Medium,Repair,Block 22,Admin Staff,2021-08-31,2021-09-02,63,61
Fuse,Electrical,Low,Repair,Block 50,Student,2021-07-28,2021-08-07,96,77
Door Handle,Doors,Low,Replacement,Block 27,Teacher,2022-10-27,2022-11-07,10,7
Pipe,Plumbing,Low,Replacement,Block 20,Other Servers,2021-04-06,2021-04-21,40,23
Fuse,Electrical,High,Replacement,Block 22,Teacher,2019-05-29,2019-06-01,92,68
Florescent Light bulb,Lighting,Medium,Repair,Block 6,Teacher,2019-11-09,2019-11-11,70,51
Keyboard,Computers,Medium,Repair,Block 21,Admin Staff,2021-08-18,2021-08-21,60,33
Florescent Light bulb,Lighting,Medium,Replacement,Block 47,Student,2023-10-15,2023-10-23,63,62
Bed Mattress,Furniture,Low,Repair,Block 37,Student,2023-01-20,2023-02-08,73,42
Monitor,Computers,Medium,Repair,Block 18,Admin Staff,2023-09-12,2023-09-17,66,52
Locker Handle,Furniture,Medium,Repair,Block 30,Teacher,2019-07-03,2019-07-09,66,54
Shower Head,Plumbing,Low,Replacement,Block 2,Other Servers,2023-05-06,2023-05-19,38,34
Keyboard,Computers,Low,Replacement,Block 38,Teacher,2022-03-15,2022-03-23,62,44
Florescent Light bulb,Lighting,Low,Repair,Block 34,Admin Staff,2019-05-01,2019-05-05,66,62
Fuse,Electrical,High,Replacement,Block 49,Admin Staff,2021-11-26,2021-11-30,93,62
Battery,Computers,Medium,Repair,Block 28,Teacher,2023-11-25,2023-11-29,53,32
Shower Head,Plumbing,Low,Replacement,Block 17,Other Servers,2021-10-21,2021-11-03,32,30
Bed Mattress,Furniture,Low,Replacement,Block 12,Teacher,2019-01-18,2019-02-04,64,51
Fuse,Electrical,High,Repair,Block 25,Teacher,2020-01-27,2020-01-29,94,78
Chair,Furniture,Medium,Repair,Block 45,Student,2022-06-20,2022-06-29,72,53
Locker Cylinder,Furniture,Medium,Repair,Block 6,Admin Staff,2021-09-01,2021-09-09,55,29
Pipe,Plumbing,Low,Replacement,Block 28,Other Servers,2021-12-22,2022-01-07,28,23
Florescent Light bulb,Lighting,Low,Repair,Block 19,Teacher,2019-01-13,2019-01-19,74,43
Toilet seat,Plumbing,Low,Repair,Block 23,Other Servers,2023-03-06,2023-03-16,42,35
Socket,Electrical,Medium,Replacement,Block 44,Student,2023-08-16,2023-08-27,98,81
Battery,Computers,High,Repair,Block 22,Teacher,2020-05-31,2020-06-02,54,33
Florescent Light bulb,Lighting,Low,Repair,Block 50,Student,2022-03-30,2022-04-08,59,51
Bed Mattress,Furniture,High,Replacement,Block 25,Admin Staff,2021-12-22,2022-01-05,72,69
Monitor,Computers,Medium,Repair,Block 19,Admin Staff,2019-04-21,2019-04-26,56,48
Florescent Light bulb,Lighting,High,Repair,Block 14,Admin Staff,2021-01-23,2021-01-23,55,35
Door Handle,Doors,Medium,Replacement,Block 9,Student,2020-04-14,2020-04-23,29,19
Door Cylinder,Doors,Medium,Repair,Block 18,Student,2023-05-31,2023-06-08,26,18
Mouse,Computers,Medium,Repair,Block 11,Teacher,2019-06-08,2019-06-10,61,49
Bed Frame,Furniture,High,Repair,Block 37,Admin Staff,2021-04-20,2021-04-26,73,53
CPU,Computers,High,Replacement,Block 32,Admin Staff,2022-01-02,2022-01-11,69,52
Door Handle,Doors,Low,Repair,Block 3,Teacher,2021-03-01,2021-03-10,27,27
Toilet seat,Plumbing,Low,Repair,Block 10,Other Servers,2019-08-09,2019-08-22,32,18
Florescent Light bulb,Lighting,High,Repair,Block 42,Teacher,2020-08-20,2020-08-20,65,44
Monitor,Computers,Low,Replacement,Block 28,Teacher,2023-09-10,2023-09-23,66,56
Florescent Light bulb,Lighting,High,Replacement,Block 14,Student,2021-08-14,2021-08-19,56,50
Toilet seat,Plumbing,High,Replacement,Block 1,Other Servers,2022-01-17,2022-01-27,33,21
Door Cylinder,Doors,High,Replacement,Block 20,Teacher,2023-11-26,2023-12-04,21,13
Florescent Light bulb,Lighting,Low,Repair,Block 20,Teacher,2023-08-14,2023-08-17,61,46
Window Glass,Windows,High,Repair,Block 39,Teacher,2022-10-25,2022-10-30,39,26
Shower Head,Plumbing,Low,Repair,Block 20,Other Servers,2021-09-28,2021-10-09,39,32
Socket,Electrical,Low,Repair,Block 6,Student,2020-07-24,2020-08-03,83,56
Toilet seat,Plumbing,Low,Replacement,Block 28,Other Servers,2022-06-04,2022-06-16,35,29
Door Cylinder,Doors,Low,Repair,Block 14,Student,2023-02-08,2023-02-19,10,7
Window Glass,Windows,Low,Replacement,Block 4,Student,2021-06-14,2021-06-30,54,42
Door Cylinder,Doors,Low,Repair,Block 5,Admin Staff,2019-12-11,2019-12-19,29,26
Florescent Light bulb,Lighting,Medium,Repair,Block 27,Admin Staff,2021-03-27,2021-03-29,59,32
Locker Cylinder,Furniture,Low,Replacement,Block 7,Admin Staff,2022-02-27,2022-03-14,54,28
Door Handle,Doors,High,Repair,Block 21,Admin Staff,2020-05-01,2020-05-05,15,9
Door Cylinder,Doors,Low,Repair,Block 9,Admin Staff,2021-11-21,2021-11-29,28,19
Florescent Light bulb,Lighting,High,Repair,Block 7,Admin Staff,2023-12-14,2023-12-15,73,73
RAM,Computers,Low,Replacement,Block 3,Teacher,2019-10-01,2019-10-10,71,42
Florescent Light bulb,Lighting,Medium,Repair,Block 18,Admin Staff,2020-07-24,2020-07-26,55,49
Fuse,Electrical,Low,Replacement,Block 25,Student,2022-11-30,2022-12-10,84,69
Socket,Electrical,Medium,Replacement,Block 14,Student,2022-05-03,2022-05-14,99,71
Bed Mattress,Furniture,Medium,Replacement,Block 27,Teacher,2021-07-13,2021-07-28,58,57
Door Cylinder,Doors,High,Repair,Block 48,Student,2019-01-07,2019-01-15,11,7
Door Cylinder,Doors,Low,Replacement,Block 33,Teacher,2023-10-01,2023-10-13,26,16
Chair,Furniture,Medium,Repair,Block 39,Student,2022-06-23,2022-07-01,55,39
Door Cylinder,Doors,Medium,Repair,Block 16,Student,2022-01-01,2022-01-11,12,11
Door Handle,Doors,Low,Replacement,Block 34,Student,2021-11-13,2021-11-27,11,7
Locker Handle,Furniture,High,Repair,Block 26,Admin Staff,2022-04-10,2022-04-14,64,56
Valve,Plumbing,Medium,Replacement,Block 5,Other Servers,2019-12-02,2019-12-15,33,20
CPU,Computers,Medium,Replacement,Block 28,Admin Staff,2021-09-02,2021-09-12,62,40
Florescent Light bulb,Lighting,Medium,Repair,Block 4,Student,2022-09-22,2022-09-27,60,42
Chair,Furniture,Low,Replacement,Block 33,Admin Staff,2020-09-14,2020-09-22,59,34
Shower Head,Plumbing,Medium,Repair,Block 17,Other Servers,2021-10-10,2021-10-18,42,27
Fuse,Electrical,High,Repair,Block 22,Admin Staff,2019-04-22,2019-04-23,86,74
Monitor,Computers,Low,Repair,Block 49,Teacher,2019-01-20,2019-01-26,68,39
Florescent Light bulb,Lighting,Medium,Replacement,Block 16,Admin Staff,2022-11-30,2022-12-05,69,43
Toilet seat,Plumbing,Medium,Replacement,Block 48,Other Servers,2019-08-14,2019-08-26,24,21
Keyboard,Computers,High,Repair,Block 44,Teacher,2019-09-12,2019-09-13,68,60
Monitor,Computers,Low,Replacement,Block 5,Teacher,2020-10-31,2020-11-11,72,72
Bed Mattress,Furniture,Medium,Replacement,Block 28,Student,2022-10-13,2022-10-30,56,45
Window Glass,Windows,High,Repair,Block 19,Teacher,2019-06-17,2019-06-23,56,50
Chair,Furniture,Low,Replacement,Block 26,Admin Staff,2022-01-06,2022-01-14,63,40
Chair,Furniture,Low,Repair,Block 13,Admin Staff,2019-07-11,2019-07-18,66,34
Florescent Light bulb,Lighting,Medium,Repair,Block 23,Student,2019-10-13,2019-10-18,62,33
Keyboard,Computers,Low,Repair,Block 21,Teacher,2019-02-14,2019-02-20,64,42
Hard drive,Computers,High,Repair,Block 43,Admin Staff,2023-06-12,2023-06-16,58,53
Fuse,Electrical,Low,Replacement,Block 34,Admin Staff,2023-07-02,2023-07-13,94,81
Florescent Light bulb,Lighting,Low,Replacement,Block 31,Admin Staff,2020-10-18,2020-10-26,71,59
Door Cylinder,Doors,Low,Repair,Block 6,Teacher,2023-11-18,2023-11-28,21,14
Florescent Light bulb,Lighting,Medium,Repair,Block 36,Student,2023-11-09,2023-11-14,61,60
Door Cylinder,Doors,High,Replacement,Block 38,Teacher,2021-10-19,2021-10-27,12,10
Florescent Light bulb,Lighting,Medium,Replacement,Block 4,Admin Staff,2019-08-10,2019-08-16,63,57
Monitor,Computers,Medium,Repair,Block 44,Admin Staff,2022-04-06,2022-04-11,60,50
Door Handle,Doors,Medium,Repair,Block 26,Admin Staff,2021-02-25,2021-03-02,25,19
Door Cylinder,Doors,Low,Repair,Block 15,Admin Staff,2022-11-05,2022-11-13,27,19
RAM,Computers,Medium,Repair,Block 5,Admin Staff,2019-04-10,2019-04-14,62,62
Valve,Plumbing,Medium,Replacement,Block 9,Other Servers,2020-03-15,2020-03-28,34,20
Bed Chipwood,Furniture,High,Repair,Block 48,Teacher,2023-11-07,2023-11-15,60,38
Shower Head,Plumbing,Medium,Replacement,Block 6,Other Servers,2022-09-23,2022-10-04,39,28
Valve,Plumbing,High,Replacement,Block 26,Other Servers,2022-10-26,2022-11-07,36,26
Locker Handle,Furniture,Medium,Repair,Block 11,Teacher,2022-08-10,2022-08-16,69,46
Mouse,Computers,Medium,Replacement,Block 39,Admin Staff,2019-09-26,2019-10-01,72,64
Florescent Light bulb,Lighting,Medium,Repair,Block 41,Teacher,2022-11-22,2022-11-24,57,37
